date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2000-01-01,1.7,-0.5,2.6,2.0,100.0,243.0,9.4,33.8,1026.6,0
2000-01-02,1.9,-0.2,5.8,0.0,30.0,275.0,7.6,29.5,1032.1,366
2000-01-03,-0.4,-3.3,0.9,0.0,0.0,267.0,7.6,24.8,1030.7,24
2000-01-04,3.8,-2.8,6.6,0.4,0.0,225.0,9.7,42.1,1024.5,270
2000-01-05,5.3,4.3,7.3,0.0,0.0,255.0,11.9,47.5,1024.6,12
2000-01-06,-1.0,-3.4,4.3,0.0,0.0,277.0,3.2,12.6,1025.0,168
2000-01-07,3.4,-2.4,7.6,0.0,0.0,212.0,5.0,22.0,1026.2,150
2000-01-08,2.7,0.4,8.6,0.0,0.0,216.0,6.5,20.2,1024.8,252
2000-01-09,1.8,-1.0,2.5,1.3,0.0,162.0,3.6,12.2,1025.0,0
2000-01-10,-0.6,-1.6,2.1,0.0,0.0,70.0,6.5,19.8,1034.3,0
2000-01-11,-0.6,-1.3,0.0,0.0,0.0,105.0,8.3,21.6,1038.9,0
2000-01-12,-2.4,-3.0,-0.2,0.0,0.0,108.0,7.2,20.9,1033.1,0
2000-01-13,-2.9,-4.7,0.3,0.0,0.0,127.0,6.1,19.4,1024.3,312
2000-01-14,-4.1,-7.8,0.8,0.0,0.0,65.0,5.4,13.7,1025.9,468
2000-01-15,-5.8,-7.8,-4.6,0.0,0.0,48.0,4.3,12.6,1033.2,0
2000-01-16,-2.9,-5.5,-1.6,0.0,0.0,308.0,5.4,20.2,1035.0,0
2000-01-17,1.8,-3.0,3.1,6.5,0.0,251.0,24.1,59.8,1025.4,0
2000-01-18,1.7,0.0,3.7,7.8,0.0,275.0,25.9,72.7,1018.7,0
2000-01-19,-1.4,-2.2,1.8,0.0,20.0,272.0,13.3,34.6,1029.6,324
2000-01-20,-0.6,-2.9,0.5,0.0,10.0,246.0,16.2,50.0,1030.0,12
2000-01-21,0.1,-0.5,0.6,7.5,0.0,258.0,28.1,70.6,1023.1,0
2000-01-22,0.3,-0.8,0.9,5.2,120.0,251.0,13.7,37.4,1012.6,0
2000-01-23,-2.8,-5.5,0.5,2.4,150.0,320.0,10.8,29.2,1013.7,6
2000-01-24,-10.2,-12.4,-5.5,0.0,150.0,52.0,6.5,17.6,1025.8,486
2000-01-25,-12.2,-16.4,-5.9,0.0,140.0,39.0,4.0,17.3,1032.7,504
2000-01-26,-9.2,-15.6,-3.3,0.0,120.0,260.0,4.3,13.3,1036.1,528
2000-01-27,-4.3,-10.4,2.2,0.0,120.0,237.0,7.9,24.8,1032.1,540
2000-01-28,2.2,-9.2,5.2,0.0,120.0,247.0,14.0,41.0,1023.0,360
2000-01-29,6.0,3.1,7.2,0.9,90.0,245.0,32.4,84.2,1010.6,0
2000-01-30,7.4,6.6,8.2,9.2,0.0,256.0,31.0,91.4,1016.4,0
2000-01-31,7.6,6.4,10.5,0.0,0.0,255.0,25.6,77.0,1026.3,150
2000-02-01,8.6,1.2,14.5,0.0,0.0,210.0,7.9,30.2,1022.2,546
2000-02-02,7.8,6.4,11.9,4.4,0.0,247.0,13.0,40.0,1018.9,156
2000-02-03,3.6,1.4,6.4,0.0,0.0,274.0,15.5,41.8,1034.0,0
2000-02-04,3.8,0.6,7.3,3.0,0.0,244.0,8.3,26.6,1037.5,516
2000-02-05,7.2,3.3,10.5,4.7,0.0,232.0,11.5,40.3,1033.8,24
2000-02-06,8.2,1.2,14.5,0.0,0.0,201.0,6.1,23.8,1025.4,384
2000-02-07,7.3,5.9,9.6,0.2,0.0,230.0,15.8,58.0,1021.4,0
2000-02-08,9.9,6.1,11.8,8.9,0.0,247.0,29.2,76.7,1012.3,66
2000-02-09,3.4,1.8,10.4,0.3,0.0,264.0,24.5,68.0,1023.7,234
2000-02-10,4.6,2.1,10.1,2.9,0.0,228.0,12.2,43.2,1025.5,540
2000-02-11,2.9,1.4,6.0,1.9,0.0,326.0,9.7,40.0,1028.9,0
2000-02-12,1.5,0.5,2.9,0.0,0.0,301.0,9.7,41.0,1027.0,0
2000-02-13,3.8,1.5,6.7,5.1,0.0,255.0,22.3,62.6,1021.8,42
2000-02-14,3.4,0.1,5.9,3.3,0.0,261.0,10.1,36.7,1024.3,378
2000-02-15,6.3,3.9,7.4,1.5,0.0,241.0,15.5,42.1,1017.5,0
2000-02-16,3.5,1.4,6.7,2.8,0.0,234.0,17.3,66.6,1006.0,90
2000-02-17,0.0,-0.9,2.1,1.6,0.0,266.0,19.4,50.4,1009.9,78
2000-02-18,2.2,-1.2,4.5,4.6,30.0,231.0,14.4,42.8,1010.5,24
2000-02-19,3.3,2.0,5.4,5.6,0.0,254.0,15.5,52.6,1009.2,42
2000-02-20,0.2,-0.5,2.8,3.7,0.0,282.0,14.4,38.2,1023.3,0
2000-02-21,-0.8,-2.8,1.8,0.5,20.0,260.0,9.0,32.0,1030.8,228
2000-02-22,0.3,-3.3,3.5,0.0,10.0,232.0,5.4,17.3,1027.2,264
2000-02-23,2.0,-0.9,4.7,0.0,0.0,236.0,9.0,23.8,1028.4,114
2000-02-24,4.6,1.7,7.1,5.3,0.0,229.0,14.0,43.6,1028.6,6
2000-02-25,6.4,4.7,9.8,4.0,0.0,259.0,19.1,79.2,1026.2,24
2000-02-26,4.3,0.1,8.4,0.1,0.0,62.0,5.4,18.0,1032.4,354
2000-02-27,7.3,1.7,14.0,0.0,0.0,137.0,6.8,23.8,1029.1,624
2000-02-28,11.3,1.4,19.6,0.1,0.0,194.0,8.6,26.3,1020.9,630
2000-02-29,8.4,6.6,11.5,0.5,0.0,269.0,6.1,23.8,1016.5,102
2000-03-01,4.8,2.6,8.4,3.9,0.0,245.0,14.8,50.8,1006.7,0
2000-03-02,2.0,0.7,5.0,0.4,0.0,269.0,15.8,50.0,1023.7,282
2000-03-03,7.2,1.1,9.8,3.5,0.0,243.0,27.0,71.6,1013.5,366
2000-03-04,1.4,-0.5,7.8,1.6,0.0,275.0,22.7,67.0,1020.9,144
2000-03-05,-0.3,-2.7,1.9,0.0,0.0,266.0,17.6,51.1,1034.5,126
2000-03-06,3.5,-2.1,9.7,0.0,0.0,223.0,6.8,21.6,1031.3,660
2000-03-07,6.5,-0.8,11.6,0.3,0.0,249.0,13.0,42.5,1027.3,648
2000-03-08,9.1,6.1,10.9,0.1,0.0,247.0,27.7,66.6,1025.3,0
2000-03-09,11.6,9.2,15.2,1.8,0.0,264.0,31.3,71.3,1021.4,72
2000-03-10,7.4,5.9,10.4,0.7,0.0,281.0,19.1,55.8,1025.5,30
2000-03-11,9.4,7.2,13.0,0.2,0.0,269.0,24.5,65.5,1017.4,24
2000-03-12,5.8,4.1,10.4,0.0,0.0,335.0,8.3,36.4,1025.5,300
2000-03-13,5.7,-0.5,11.1,0.1,0.0,18.0,5.0,20.9,1025.6,504
2000-03-14,8.2,3.8,10.5,10.7,0.0,241.0,17.3,53.6,1020.3,6
2000-03-15,2.9,-0.4,8.6,2.2,0.0,291.0,20.2,55.8,1027.8,210
2000-03-16,3.0,0.4,4.1,18.9,10.0,266.0,22.3,58.3,1026.0,0
2000-03-17,5.2,0.0,5.5,25.5,0.0,280.0,19.8,55.4,1022.7,0
2000-03-18,3.5,1.1,5.5,3.0,0.0,300.0,7.6,27.0,1025.4,0
2000-03-19,3.4,2.7,6.0,0.5,0.0,354.0,8.3,27.0,1029.1,18
2000-03-20,4.7,-0.5,8.0,0.0,0.0,32.0,5.0,18.4,1027.4,492
2000-03-21,6.8,0.5,13.0,0.0,0.0,63.0,5.4,19.1,1022.4,678
2000-03-22,8.8,0.2,15.9,0.0,0.0,243.0,6.8,30.2,1019.2,702
2000-03-23,12.2,5.3,17.2,0.0,0.0,209.0,7.9,23.4,1014.5,546
2000-03-24,10.6,8.0,15.6,3.9,0.0,255.0,6.8,37.1,1012.6,126
2000-03-25,9.5,5.9,14.3,0.0,0.0,225.0,7.6,20.9,1016.2,372
2000-03-26,5.4,4.8,9.7,6.0,0.0,231.0,8.6,34.2,1012.1,54
2000-03-27,3.8,3.5,6.3,5.9,0.0,262.0,6.5,23.4,1007.3,0
2000-03-28,4.9,3.2,7.0,0.0,0.0,351.0,9.7,29.2,1011.6,6
2000-03-29,5.8,3.1,10.1,9.2,0.0,65.0,17.3,50.4,1004.6,42
2000-03-30,2.8,2.2,4.8,12.2,0.0,247.0,33.8,75.6,1008.3,0
2000-03-31,6.2,3.0,11.3,0.0,0.0,261.0,16.6,54.0,1009.0,324
2000-04-01,5.3,0.6,9.0,0.2,0.0,204.0,7.2,32.4,1007.5,132
2000-04-02,8.6,1.5,14.9,0.0,0.0,130.0,10.1,33.1,1004.9,660
2000-04-03,13.4,4.0,21.2,0.0,0.0,122.0,8.3,23.8,992.1,456
2000-04-04,12.6,9.3,18.4,1.0,0.0,10.0,7.9,32.4,993.6,564
2000-04-05,8.5,7.0,11.6,15.9,0.0,252.0,10.8,34.6,1004.2,42
2000-04-06,2.2,0.1,7.5,0.0,0.0,353.0,11.2,38.9,1025.7,180
2000-04-07,5.8,-1.2,9.7,0.0,0.0,311.0,6.1,25.2,1029.6,738
2000-04-08,7.2,1.4,11.8,0.0,0.0,321.0,7.6,23.8,1022.7,486
2000-04-09,8.6,2.2,13.8,0.0,0.0,78.0,11.5,30.2,1010.5,708
2000-04-10,9.6,3.4,14.2,0.0,0.0,55.0,7.9,23.0,1005.8,516
2000-04-11,9.0,5.9,12.5,0.1,0.0,275.0,7.2,35.3,998.2,150
2000-04-12,5.6,3.9,9.6,7.5,0.0,200.0,12.6,43.9,998.1,60
2000-04-13,7.1,3.0,8.5,4.7,0.0,159.0,6.5,25.9,1003.8,0
2000-04-14,13.6,5.9,19.0,0.0,0.0,116.0,7.9,27.4,1000.9,624
2000-04-15,8.9,6.4,20.2,0.0,0.0,196.0,12.6,56.9,1002.1,378
2000-04-16,12.4,4.8,18.3,0.0,0.0,151.0,11.5,39.6,1002.9,552
2000-04-17,9.8,6.9,16.0,6.6,0.0,255.0,13.7,36.4,1006.6,144
2000-04-18,8.2,5.3,10.4,1.1,0.0,134.0,8.3,23.4,1011.1,0
2000-04-19,10.5,6.9,13.7,0.0,0.0,274.0,7.9,23.4,1012.8,48
2000-04-20,12.7,4.6,18.4,0.0,0.0,93.0,6.8,29.9,1015.3,720
2000-04-21,16.2,8.5,23.2,0.0,0.0,263.0,6.8,29.5,1016.5,750
2000-04-22,18.4,9.9,26.4,0.0,0.0,100.0,6.1,24.5,1012.1,762
2000-04-23,19.3,10.4,25.0,0.3,0.0,71.0,7.9,38.2,1007.0,528
2000-04-24,8.9,7.0,18.8,0.7,0.0,255.0,16.2,47.2,1014.0,0
2000-04-25,12.6,8.6,17.9,0.0,0.0,49.0,7.2,29.2,1014.0,378
2000-04-26,15.9,7.2,23.6,0.0,0.0,65.0,6.5,22.3,1011.6,708
2000-04-27,16.5,9.5,19.5,0.0,0.0,97.0,7.9,27.7,1008.9,180
2000-04-28,19.6,10.7,27.5,0.0,0.0,121.0,8.6,37.8,1005.1,426
2000-04-29,16.9,13.1,23.2,0.0,0.0,332.0,7.9,27.0,1013.4,372
2000-04-30,14.4,13.6,17.0,0.0,0.0,268.0,7.6,22.0,1018.9,0
2000-05-01,15.3,11.7,22.9,0.9,0.0,301.0,5.0,40.7,1016.2,240
2000-05-02,16.6,9.8,22.7,0.1,0.0,54.0,7.9,37.1,1015.5,462
2000-05-03,15.8,9.3,22.8,16.6,0.0,35.0,6.8,41.0,1016.2,564
2000-05-04,14.3,12.9,20.6,7.5,0.0,223.0,6.5,32.0,1017.7,204
2000-05-05,16.4,10.7,22.0,0.0,0.0,94.0,7.9,31.3,1014.4,684
2000-05-06,16.1,10.3,23.9,18.2,0.0,58.0,6.5,40.0,1013.3,600
2000-05-07,17.6,9.9,24.5,0.0,0.0,349.0,5.0,23.0,1014.8,768
2000-05-08,17.1,11.9,23.4,1.4,0.0,241.0,7.6,34.2,1016.5,282
2000-05-09,19.0,12.5,24.9,0.0,0.0,273.0,6.8,29.9,1017.1,780
2000-05-10,21.4,12.3,27.3,0.0,0.0,65.0,5.8,25.2,1014.4,804
2000-05-11,22.0,14.0,27.6,0.0,0.0,63.0,6.5,22.3,1013.4,762
2000-05-12,15.4,14.0,21.2,12.2,0.0,244.0,10.1,36.0,1019.0,6
2000-05-13,15.6,13.8,20.1,0.0,0.0,105.0,8.6,27.7,1021.7,402
2000-05-14,16.3,8.3,23.0,0.0,0.0,70.0,11.2,37.1,1022.5,888
2000-05-15,18.5,8.5,25.7,0.0,0.0,34.0,5.4,18.4,1019.8,882
2000-05-16,22.1,13.3,27.1,0.0,0.0,243.0,5.8,22.0,1016.0,816
2000-05-17,18.6,13.7,27.8,97.9,0.0,244.0,9.7,54.4,1013.1,696
2000-05-18,12.1,10.7,15.1,13.8,0.0,241.0,8.6,32.0,1011.2,0
2000-05-19,11.2,8.0,14.7,6.1,0.0,239.0,11.5,37.1,1011.7,270
2000-05-20,9.2,6.2,14.3,3.9,0.0,274.0,12.2,66.2,1013.7,330
2000-05-21,13.6,5.3,17.9,2.4,0.0,146.0,7.2,53.3,1009.4,492
2000-05-22,10.2,7.7,13.5,0.3,0.0,260.0,16.2,50.8,1018.1,36
2000-05-23,13.8,7.8,18.6,0.0,0.0,24.0,7.2,22.3,1020.4,636
2000-05-24,17.5,8.1,22.9,0.0,0.0,258.0,7.2,26.6,1016.2,852
2000-05-25,18.6,11.6,24.7,0.3,0.0,236.0,10.4,36.4,1015.0,366
2000-05-26,18.2,12.9,22.1,0.3,0.0,51.0,9.0,32.8,1014.3,468
2000-05-27,13.2,11.1,19.4,2.0,0.0,253.0,9.0,64.1,1016.9,66
2000-05-28,13.9,9.9,19.3,6.8,0.0,194.0,10.1,42.8,1011.6,276
2000-05-29,9.8,7.4,13.0,4.0,0.0,232.0,11.2,65.2,1018.1,168
2000-05-30,12.4,7.6,16.5,20.8,0.0,209.0,8.6,40.0,1016.3,396
2000-05-31,11.4,10.0,14.8,1.8,0.0,277.0,11.2,49.0,1020.0,48
2000-06-01,16.6,6.7,22.0,0.0,0.0,170.0,5.8,26.6,1024.3,810
2000-06-02,20.1,12.1,26.9,0.0,0.0,77.0,6.1,18.7,1021.0,780
2000-06-03,22.2,13.9,28.6,0.6,0.0,101.0,9.0,45.7,1018.0,846
2000-06-04,20.8,15.3,26.5,11.9,0.0,220.0,7.2,49.7,1018.5,402
2000-06-05,21.3,14.7,28.5,6.7,0.0,86.0,8.3,41.4,1014.9,702
2000-06-06,13.4,11.9,19.0,8.3,0.0,272.0,10.1,36.7,1019.9,6
2000-06-07,14.4,10.9,18.7,0.0,0.0,281.0,12.6,53.3,1023.7,492
2000-06-08,17.6,9.7,22.5,0.0,0.0,72.0,11.2,34.6,1020.0,882
2000-06-09,21.7,13.0,28.2,0.0,0.0,72.0,9.0,33.8,1014.6,906
2000-06-10,24.3,16.9,29.8,0.0,0.0,337.0,5.8,23.4,1012.4,636
2000-06-11,22.0,15.7,30.1,0.0,0.0,190.0,9.7,40.7,1013.7,492
2000-06-12,19.6,16.5,23.8,0.0,0.0,332.0,7.9,29.9,1025.6,216
2000-06-13,23.7,15.8,29.6,3.1,0.0,39.0,9.4,53.3,1022.0,768
2000-06-14,20.2,16.3,26.4,0.1,0.0,269.0,12.6,47.5,1022.6,696
2000-06-15,18.1,15.8,22.5,1.1,0.0,267.0,14.8,51.1,1022.7,138
2000-06-16,14.8,12.4,19.4,0.0,0.0,312.0,12.6,39.2,1025.7,486
2000-06-17,15.6,9.1,20.3,0.0,0.0,338.0,6.8,24.8,1029.6,840
2000-06-18,18.9,8.5,25.9,0.0,0.0,88.0,6.8,22.3,1027.5,924
2000-06-19,22.6,12.3,29.7,0.0,0.0,100.0,7.2,25.6,1021.0,924
2000-06-20,24.7,14.4,31.9,0.0,0.0,102.0,7.2,25.9,1015.4,924
2000-06-21,26.1,17.8,32.1,0.0,0.0,278.0,8.6,38.5,1013.6,900
2000-06-22,23.0,19.8,30.0,26.1,0.0,269.0,11.9,35.6,1015.7,714
2000-06-23,16.4,14.1,20.3,3.5,0.0,245.0,8.3,31.0,1019.2,78
2000-06-24,13.1,10.6,18.7,3.1,0.0,253.0,11.5,46.4,1016.4,90
2000-06-25,12.6,10.2,15.5,0.0,0.0,258.0,13.0,42.1,1018.5,150
2000-06-26,13.6,11.0,17.6,0.0,0.0,285.0,11.5,41.4,1020.7,354
2000-06-27,14.2,9.3,19.8,0.0,0.0,307.0,7.6,31.0,1019.7,750
2000-06-28,17.2,8.1,21.5,0.0,0.0,321.0,7.6,32.8,1014.5,642
2000-06-29,17.1,11.7,21.0,0.0,0.0,304.0,10.4,41.4,1016.2,486
2000-06-30,18.7,11.8,23.9,0.0,0.0,287.0,9.4,38.2,1014.3,738
2000-07-01,21.6,12.3,28.0,4.8,0.0,209.0,9.4,43.9,1011.3,756
2000-07-02,23.2,16.2,29.1,15.1,0.0,223.0,10.4,54.7,1011.0,708
2000-07-03,20.0,17.6,26.6,7.7,0.0,220.0,11.5,42.5,1011.0,288
2000-07-04,19.0,16.5,22.1,0.5,0.0,203.0,9.7,42.1,1008.3,186
2000-07-05,19.9,15.7,23.3,0.0,0.0,261.0,15.5,55.4,1015.7,816
2000-07-06,20.6,14.5,25.4,1.7,0.0,286.0,8.3,32.8,1018.1,654
2000-07-07,17.3,14.6,22.8,6.0,0.0,177.0,8.3,53.6,1011.1,114
2000-07-08,13.0,10.9,17.4,0.2,0.0,265.0,16.6,59.4,1013.5,132
2000-07-09,13.4,11.1,18.2,4.9,0.0,243.0,13.3,51.5,1010.0,72
2000-07-10,14.8,12.4,18.6,8.9,0.0,197.0,11.2,49.7,1000.7,12
2000-07-11,13.3,11.3,18.7,4.2,0.0,220.0,13.0,38.5,1003.1,150
2000-07-12,12.4,10.5,16.3,4.5,0.0,276.0,14.4,42.8,1014.6,132
2000-07-13,12.9,8.5,16.4,6.2,0.0,246.0,13.7,41.0,1016.3,210
2000-07-14,12.0,11.3,13.7,10.5,0.0,238.0,16.9,52.2,1008.2,12
2000-07-15,10.3,9.2,13.9,4.5,0.0,264.0,12.6,39.6,1010.2,180
2000-07-16,10.6,9.2,15.0,3.9,0.0,261.0,11.2,40.7,1015.3,228
2000-07-17,14.7,9.3,19.8,0.6,0.0,288.0,7.9,23.4,1018.1,564
2000-07-18,15.8,11.7,21.0,0.0,0.0,274.0,7.2,28.8,1017.7,546
2000-07-19,15.0,12.5,19.2,0.9,0.0,283.0,11.5,49.7,1018.5,438
2000-07-20,16.0,11.9,18.9,0.0,0.0,288.0,8.6,28.4,1020.7,150
2000-07-21,17.6,12.9,22.4,0.0,0.0,270.0,10.8,31.3,1019.6,468
2000-07-22,19.0,10.1,24.1,0.0,0.0,10.0,6.5,23.4,1016.1,852
2000-07-23,18.0,12.6,24.3,1.8,0.0,122.0,5.8,29.2,1013.5,276
2000-07-24,18.5,15.7,25.6,9.7,0.0,158.0,8.3,41.0,1007.8,180
2000-07-25,20.8,14.9,25.0,2.5,0.0,234.0,12.6,39.2,1007.9,588
2000-07-26,17.7,15.6,24.8,6.9,0.0,229.0,13.3,67.3,1011.3,324
2000-07-27,20.9,13.5,26.2,0.5,0.0,244.0,6.8,46.4,1015.7,630
2000-07-28,15.2,12.7,21.0,11.9,0.0,251.0,11.2,50.4,1015.1,132
2000-07-29,15.8,13.3,20.0,2.9,0.0,253.0,16.6,43.6,1017.4,246
2000-07-30,15.2,13.1,19.5,20.7,0.0,257.0,12.2,38.2,1023.1,186
2000-07-31,18.1,12.0,24.2,0.0,0.0,259.0,6.1,20.9,1023.9,702
2000-08-01,21.6,12.0,28.0,0.0,0.0,127.0,5.8,18.0,1020.2,864
2000-08-02,21.2,17.3,29.0,0.2,0.0,224.0,10.4,45.7,1018.0,492
2000-08-03,16.1,14.9,21.2,10.8,0.0,269.0,6.1,22.0,1019.9,72
2000-08-04,15.8,14.4,18.2,0.8,0.0,192.0,6.5,17.3,1020.6,30
2000-08-05,15.9,13.8,17.6,29.7,0.0,58.0,7.6,28.4,1018.9,0
2000-08-06,14.5,13.9,16.2,58.6,0.0,358.0,10.8,29.9,1018.1,0
2000-08-07,15.9,13.6,19.1,1.8,0.0,260.0,10.8,34.2,1021.9,108
2000-08-08,17.7,13.7,23.3,0.8,0.0,245.0,7.6,29.2,1020.2,360
2000-08-09,18.5,14.3,23.6,0.0,0.0,354.0,5.8,19.8,1020.6,516
2000-08-10,22.0,14.6,27.2,0.0,0.0,221.0,6.8,27.7,1016.5,552
2000-08-11,22.0,17.9,28.8,0.0,0.0,265.0,9.7,34.2,1013.6,780
2000-08-12,22.6,14.3,29.3,0.0,0.0,4.0,5.8,26.3,1013.0,768
2000-08-13,22.4,15.6,29.3,0.0,0.0,125.0,6.1,24.1,1016.5,768
2000-08-14,23.2,15.8,29.6,0.0,0.0,221.0,4.7,22.0,1019.0,726
2000-08-15,23.3,17.6,30.2,3.6,0.0,246.0,7.9,28.8,1018.5,648
2000-08-16,22.3,18.0,28.1,0.0,0.0,278.0,5.4,32.8,1016.2,636
2000-08-17,23.4,17.4,31.1,2.9,0.0,218.0,10.1,62.3,1013.6,588
2000-08-18,21.0,17.5,24.5,2.7,0.0,177.0,7.9,36.7,1015.2,156
2000-08-19,23.8,16.1,30.7,0.0,0.0,82.0,6.5,25.2,1013.7,774
2000-08-20,26.8,18.2,33.5,0.0,0.0,150.0,9.0,31.7,1010.4,726
2000-08-21,20.5,17.7,28.3,17.7,0.0,274.0,11.9,62.3,1014.8,486
2000-08-22,18.1,15.0,21.2,0.0,0.0,305.0,7.6,30.2,1019.2,168
2000-08-23,19.4,12.7,25.0,0.0,0.0,58.0,7.2,23.4,1019.9,756
2000-08-24,21.5,13.4,28.0,0.0,0.0,289.0,7.2,33.8,1020.4,756
2000-08-25,19.4,14.8,25.7,0.0,0.0,285.0,9.7,33.5,1019.8,690
2000-08-26,18.4,12.9,25.0,0.0,0.0,81.0,13.0,36.7,1014.0,768
2000-08-27,17.0,10.9,23.7,2.0,0.0,295.0,11.5,43.6,1015.6,444
2000-08-28,16.3,14.4,19.8,0.1,0.0,259.0,8.6,25.2,1020.0,54
2000-08-29,16.4,11.0,22.8,0.0,0.0,88.0,4.7,19.8,1019.3,618
2000-08-30,18.0,11.3,24.7,0.5,0.0,107.0,6.8,26.6,1013.6,480
2000-08-31,16.6,13.7,21.6,40.7,0.0,154.0,7.2,24.8,1008.1,216
2000-09-01,18.0,14.2,22.2,0.3,0.0,232.0,8.6,22.3,1007.4,312
2000-09-02,14.6,12.5,19.4,0.6,0.0,246.0,16.9,65.5,1009.1,222
2000-09-03,12.5,11.4,15.6,8.4,0.0,247.0,14.8,41.8,1013.0,60
2000-09-04,11.6,10.2,13.9,5.0,0.0,264.0,11.2,37.8,1019.2,126
2000-09-05,12.8,9.9,16.2,0.0,0.0,276.0,9.0,31.0,1022.3,114
2000-09-06,12.9,10.1,17.2,9.3,0.0,257.0,7.2,42.1,1016.5,204
2000-09-07,11.8,11.2,14.6,7.4,0.0,261.0,14.8,51.8,1016.1,108
2000-09-08,14.1,10.8,19.8,0.0,0.0,115.0,5.8,20.5,1023.1,654
2000-09-09,15.6,8.4,23.3,0.0,0.0,85.0,5.8,19.8,1023.9,708
2000-09-10,17.0,9.5,24.8,0.0,0.0,87.0,5.0,23.8,1020.9,732
2000-09-11,17.5,11.4,24.8,0.0,0.0,129.0,5.8,24.8,1016.3,720
2000-09-12,18.1,10.6,26.0,0.0,0.0,115.0,6.5,27.0,1013.0,672
2000-09-13,17.0,15.3,18.6,7.5,0.0,237.0,9.4,36.4,1013.8,84
2000-09-14,17.3,13.7,21.3,0.0,0.0,261.0,6.1,23.0,1016.2,204
2000-09-15,19.6,14.8,25.1,0.0,0.0,123.0,5.4,16.6,1013.5,432
2000-09-16,14.1,12.3,19.7,12.1,0.0,225.0,10.8,40.7,1010.9,48
2000-09-17,12.2,10.9,13.2,1.4,0.0,245.0,16.2,48.2,1011.8,0
2000-09-18,13.4,11.6,18.0,0.0,0.0,99.0,6.5,22.0,1009.2,108
2000-09-19,12.3,9.0,17.6,0.0,0.0,91.0,10.1,24.5,1006.8,150
2000-09-20,13.8,8.8,19.6,33.4,0.0,66.0,9.0,32.4,1005.3,192
2000-09-21,11.0,10.3,13.6,64.9,0.0,271.0,15.5,51.5,1013.7,0
2000-09-22,12.3,10.1,14.1,0.5,0.0,292.0,7.9,30.6,1024.6,0
2000-09-23,11.5,9.9,16.4,0.0,0.0,87.0,10.8,35.3,1023.1,234
2000-09-24,10.3,6.6,15.3,0.0,0.0,79.0,5.8,16.2,1021.0,294
2000-09-25,14.8,8.0,20.9,0.0,0.0,330.0,4.7,18.7,1022.1,522
2000-09-26,15.8,12.4,22.0,0.0,0.0,76.0,5.4,15.8,1021.4,516
2000-09-27,16.6,10.5,23.1,0.0,0.0,93.0,4.3,16.2,1018.0,648
2000-09-28,17.5,13.7,24.1,0.0,0.0,127.0,8.3,27.7,1010.7,618
2000-09-29,17.2,10.6,24.4,0.0,0.0,85.0,8.6,25.9,1003.1,648
2000-09-30,17.0,10.1,24.1,0.2,0.0,59.0,7.6,27.0,1002.7,522
2000-10-01,13.7,12.7,16.7,12.8,0.0,286.0,8.6,27.0,1006.4,78
2000-10-02,11.5,10.2,14.4,27.5,0.0,289.0,7.9,34.9,1011.4,0
2000-10-03,10.7,9.7,11.5,3.3,0.0,266.0,6.8,22.0,1021.7,0
2000-10-04,11.0,9.3,11.7,0.0,0.0,186.0,5.0,15.8,1021.4,0
2000-10-05,11.3,10.6,12.2,7.3,0.0,236.0,8.3,22.7,1017.6,0
2000-10-06,8.1,6.7,11.4,15.9,0.0,254.0,10.4,49.3,1022.1,0
2000-10-07,5.4,5.1,6.8,10.0,0.0,256.0,6.8,19.1,1024.7,0
2000-10-08,8.0,5.0,11.3,3.2,0.0,178.0,6.1,22.0,1020.2,36
2000-10-09,8.4,6.5,12.5,0.0,0.0,212.0,9.4,38.2,1011.3,102
2000-10-10,8.0,4.5,13.3,0.0,0.0,185.0,10.8,46.1,1000.8,12
2000-10-11,9.6,5.4,14.1,3.4,0.0,104.0,8.3,29.5,993.5,12
2000-10-12,11.2,8.5,15.1,0.1,0.0,84.0,9.0,32.0,1002.6,168
2000-10-13,13.3,8.8,16.9,0.0,0.0,312.0,8.6,29.2,1011.7,354
2000-10-14,11.6,9.2,16.1,0.0,0.0,348.0,4.7,21.6,1013.7,174
2000-10-15,16.9,9.2,25.6,0.0,0.0,87.0,9.7,33.1,1005.5,372
2000-10-16,14.0,10.6,19.7,0.0,0.0,158.0,8.6,41.0,1012.5,498
2000-10-17,11.7,11.1,14.4,0.2,0.0,254.0,8.3,27.0,1024.8,18
2000-10-18,10.6,9.5,12.8,1.4,0.0,293.0,4.7,20.2,1024.9,0
2000-10-19,10.8,9.1,11.8,4.1,0.0,127.0,5.0,15.5,1022.4,0
2000-10-20,10.6,8.6,14.9,0.0,0.0,86.0,6.1,20.9,1021.9,114
2000-10-21,9.4,7.8,13.5,0.0,0.0,301.0,4.3,14.4,1026.1,180
2000-10-22,8.8,6.5,9.9,0.0,0.0,309.0,4.7,13.3,1029.8,0
2000-10-23,9.6,7.5,16.2,0.0,0.0,223.0,5.0,18.4,1026.2,312
2000-10-24,12.6,6.7,16.4,0.3,0.0,224.0,9.7,33.8,1022.0,84
2000-10-25,14.7,10.8,18.8,0.0,0.0,219.0,11.5,45.7,1015.5,366
2000-10-26,11.4,8.4,14.9,3.4,0.0,244.0,13.7,42.5,1015.3,0
2000-10-27,9.8,7.7,11.6,0.0,0.0,239.0,10.1,30.2,1021.1,30
2000-10-28,12.0,8.5,17.0,0.0,0.0,153.0,5.4,19.4,1017.9,318
