date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2004-02-14,3.1,2.0,4.8,0.1,20.0,300.0,5.8,15.8,1026.6,0
2004-02-15,3.0,1.9,4.1,0.0,0.0,264.0,7.6,19.4,1024.1,0
2004-02-16,3.2,-0.9,7.2,0.0,0.0,345.0,6.5,18.0,1026.8,264
2004-02-17,0.2,-2.6,2.9,0.0,0.0,228.0,8.3,26.6,1026.7,144
2004-02-18,0.5,-0.1,1.1,2.7,0.0,275.0,9.4,28.8,1021.4,0
2004-02-19,-0.2,-2.0,1.0,0.0,20.0,68.0,19.1,56.9,1017.9,12
2004-02-20,0.0,-3.4,4.9,0.0,0.0,80.0,15.5,48.6,1020.9,564
2004-02-21,1.6,-2.3,5.0,0.0,0.0,81.0,7.6,22.3,1012.9,48
2004-02-22,4.6,1.3,8.5,3.6,0.0,315.0,7.9,26.6,1004.5,0
2004-02-23,-1.7,-3.2,1.3,13.4,10.0,319.0,11.9,34.9,1010.7,0
2004-02-24,-3.3,-5.6,-1.0,0.0,150.0,292.0,7.9,24.5,1017.4,246
2004-02-25,-2.4,-6.7,2.4,0.0,150.0,221.0,9.7,30.2,1010.8,576
2004-02-26,-0.9,-3.0,1.9,0.4,140.0,253.0,7.9,23.4,1003.2,12
2004-02-27,-3.4,-4.6,-1.7,0.8,110.0,299.0,7.2,20.9,1000.7,84
2004-02-28,-2.9,-6.4,0.8,0.0,100.0,121.0,6.8,21.2,1005.1,486
2004-02-29,-2.3,-4.4,0.9,0.2,100.0,348.0,7.2,27.4,1014.9,114
2004-03-01,-3.6,-5.7,-0.2,0.3,100.0,350.0,7.6,24.8,1027.0,54
2004-03-02,-3.1,-5.7,-1.0,2.1,110.0,245.0,15.1,36.4,1031.2,0
2004-03-03,0.6,-1.2,2.9,0.0,140.0,271.0,13.3,40.7,1030.8,120
2004-03-04,1.0,-2.3,5.9,0.0,110.0,247.0,7.6,26.6,1026.2,456
2004-03-05,-1.9,-5.4,2.0,0.0,80.0,87.0,12.2,34.6,1023.2,432
2004-03-06,-1.2,-6.0,2.8,2.1,50.0,87.0,5.0,19.8,1019.9,0
2004-03-07,2.6,1.0,5.4,0.0,30.0,231.0,6.5,22.7,1023.0,234
2004-03-08,1.4,-1.7,4.4,0.2,10.0,359.0,8.6,26.6,1024.7,108
2004-03-09,-0.9,-3.5,2.7,0.0,0.0,344.0,7.9,21.6,1026.5,324
2004-03-10,-0.8,-4.4,3.1,0.0,0.0,62.0,10.1,35.3,1021.3,570
2004-03-11,-0.7,-2.7,1.4,0.0,0.0,348.0,5.8,18.0,1019.2,0
2004-03-12,2.9,-3.8,10.1,0.0,0.0,95.0,7.6,25.9,1017.1,588
2004-03-13,7.3,0.5,14.1,0.1,0.0,62.0,6.1,21.2,1019.1,486
2004-03-14,6.8,3.7,9.3,0.1,0.0,253.0,7.6,22.3,1029.2,0
2004-03-15,9.2,1.9,16.1,0.0,0.0,238.0,9.4,37.8,1033.0,672
2004-03-16,11.5,5.3,18.7,0.0,0.0,210.0,7.2,21.6,1033.2,672
2004-03-17,13.1,3.7,22.5,0.0,0.0,219.0,7.2,,1030.0,672
2004-03-18,14.9,5.7,22.8,0.0,0.0,153.0,6.8,21.6,1024.1,606
2004-03-19,14.0,11.2,18.5,0.2,0.0,250.0,15.8,47.9,1021.2,474
2004-03-20,13.2,10.1,16.0,0.0,0.0,247.0,31.0,69.5,1016.6,234
2004-03-21,10.6,5.6,15.1,5.8,0.0,259.0,26.3,74.5,1010.7,204
2004-03-22,6.5,3.6,9.6,0.0,0.0,257.0,15.5,60.8,1013.0,372
2004-03-23,3.5,1.5,5.3,15.0,0.0,18.0,10.8,32.8,1010.3,0
2004-03-24,0.8,0.3,1.7,23.9,0.0,327.0,11.9,28.4,1009.1,0
2004-03-25,1.1,0.0,2.8,5.9,120.0,344.0,9.7,28.1,1014.8,0
2004-03-26,-0.2,-2.0,0.8,0.0,60.0,34.0,8.6,27.0,1016.2,0
2004-03-27,-0.1,-4.3,4.2,0.0,60.0,77.0,8.3,28.1,1016.6,408
2004-03-28,2.7,-3.2,8.3,0.0,30.0,85.0,6.1,21.6,1019.8,702
2004-03-29,5.1,-1.8,12.3,0.0,0.0,81.0,9.0,23.4,1021.0,708
2004-03-30,7.2,1.0,14.1,0.0,0.0,84.0,15.5,41.8,1016.1,714
2004-03-31,9.2,0.4,17.3,0.0,0.0,44.0,5.8,18.4,1012.8,624
2004-04-01,11.9,5.4,18.7,0.0,0.0,80.0,8.3,33.8,1011.3,558
2004-04-02,12.8,4.3,20.8,0.0,0.0,71.0,7.9,29.9,1011.5,672
2004-04-03,11.3,8.5,14.7,0.0,0.0,243.0,12.2,38.9,1021.7,156
2004-04-04,10.4,6.1,14.4,5.6,0.0,235.0,13.0,49.7,1022.4,252
2004-04-05,7.1,4.4,10.7,5.2,0.0,263.0,14.4,58.3,1016.6,138
2004-04-06,4.9,1.5,9.4,6.1,0.0,242.0,18.4,59.4,1007.7,24
2004-04-07,3.3,0.9,6.3,1.9,0.0,249.0,14.4,51.1,1008.7,126
2004-04-08,4.4,1.3,8.9,2.1,0.0,254.0,14.8,,1013.8,444
2004-04-09,5.5,-0.9,10.3,0.3,0.0,57.0,10.8,34.2,1011.6,510
2004-04-10,5.4,2.9,7.7,0.1,0.0,12.0,9.0,25.2,1010.1,0
2004-04-11,6.0,3.8,9.3,0.2,0.0,320.0,10.1,,1017.1,90
2004-04-12,6.6,1.5,11.6,0.0,0.0,,,39.6,1020.6,396
2004-04-13,7.5,4.0,11.8,0.0,0.0,,12.6,32.0,1018.0,258
2004-04-14,8.4,5.4,12.4,0.0,0.0,69.0,11.9,35.3,1019.8,288
2004-04-15,9.9,3.2,16.0,0.0,0.0,41.0,6.5,25.6,1019.2,234
2004-04-16,12.9,6.1,19.2,0.0,0.0,106.0,11.2,39.2,1013.5,720
2004-04-17,12.9,5.0,19.3,0.0,0.0,294.0,7.6,29.9,1003.6,504
2004-04-18,13.2,9.9,19.5,22.0,0.0,305.0,9.7,38.5,996.0,372
2004-04-19,6.2,4.7,9.9,2.4,0.0,273.0,11.2,35.3,1000.4,0
2004-04-20,10.0,3.5,16.0,0.0,0.0,205.0,6.5,21.6,1008.7,702
2004-04-21,13.9,9.6,19.6,0.0,0.0,128.0,7.2,,1015.1,642
2004-04-22,14.7,6.5,22.3,0.0,0.0,85.0,6.1,23.4,1013.8,756
2004-04-23,14.0,8.5,21.0,5.4,0.0,293.0,9.7,42.5,1015.6,354
2004-04-24,9.4,7.4,12.6,0.3,0.0,324.0,11.5,29.9,1022.5,162
2004-04-25,8.2,6.1,10.2,0.4,0.0,1.0,9.4,34.2,1024.6,24
2004-04-26,11.0,6.4,15.9,0.0,0.0,77.0,13.0,43.2,1020.1,588
2004-04-27,12.8,5.7,19.8,0.0,0.0,70.0,7.6,22.7,1012.2,756
2004-04-28,15.4,6.6,22.3,0.0,0.0,90.0,8.3,30.2,1007.6,708
2004-04-29,17.6,10.1,24.6,0.0,0.0,108.0,9.0,47.5,1001.5,642
2004-04-30,16.3,8.5,24.7,3.5,0.0,126.0,8.3,34.9,998.3,438
2004-05-01,13.4,10.5,15.2,0.5,0.0,267.0,9.0,31.0,1005.7,60
2004-05-02,12.6,8.7,17.4,8.8,0.0,253.0,7.2,37.1,1009.0,138
2004-05-03,14.4,7.4,20.4,0.0,0.0,135.0,9.7,,1003.7,504
2004-05-04,14.4,10.7,20.9,0.1,0.0,265.0,7.2,29.2,993.5,90
2004-05-05,9.4,5.6,12.5,2.5,0.0,274.0,11.2,38.5,990.2,0
2004-05-06,5.8,4.9,7.0,6.1,0.0,265.0,15.1,41.0,994.3,0
2004-05-07,7.3,5.3,11.3,0.6,0.0,251.0,19.1,54.7,1000.4,168
2004-05-08,9.7,5.1,13.9,3.3,0.0,244.0,16.9,55.4,1003.6,630
2004-05-09,7.5,6.1,9.8,0.4,0.0,236.0,17.6,56.5,1006.8,36
2004-05-10,8.5,5.9,12.5,0.2,0.0,258.0,8.6,28.1,1012.4,6
2004-05-11,11.9,3.8,19.2,0.0,0.0,266.0,6.5,25.2,1015.8,648
2004-05-12,12.5,6.5,19.8,6.5,0.0,281.0,7.2,30.6,1012.9,378
2004-05-13,9.4,8.0,10.9,0.1,0.0,306.0,10.4,30.2,1014.8,12
2004-05-14,11.1,7.1,16.0,0.0,0.0,354.0,6.8,24.5,1021.3,108
2004-05-15,13.4,7.4,18.1,4.3,0.0,323.0,7.6,29.5,1024.3,468
2004-05-16,12.0,7.5,16.7,2.3,0.0,341.0,10.1,43.9,1024.4,276
2004-05-17,13.4,5.9,20.0,0.0,0.0,286.0,6.1,25.2,1024.0,780
2004-05-18,17.1,9.1,23.7,0.1,0.0,281.0,7.9,32.4,1021.7,714
2004-05-19,17.7,13.1,22.9,0.0,0.0,284.0,9.4,36.0,1021.7,528
2004-05-20,18.9,12.9,25.3,0.0,0.0,269.0,8.3,28.1,1016.8,846
2004-05-21,14.7,9.8,19.5,14.2,0.0,301.0,9.4,41.8,1012.4,192
2004-05-22,8.3,5.7,10.9,0.8,0.0,335.0,10.4,31.7,1019.2,24
2004-05-23,7.5,4.2,11.7,0.0,0.0,299.0,14.0,45.0,1022.7,438
2004-05-24,9.5,2.1,15.6,0.0,0.0,282.0,7.6,36.0,1024.0,876
2004-05-25,12.1,4.2,18.6,0.0,0.0,10.0,7.2,29.2,1020.3,870
2004-05-26,14.8,6.1,21.6,1.9,0.0,318.0,7.6,36.4,1016.1,744
2004-05-27,12.1,10.2,13.8,4.5,0.0,21.0,5.4,19.1,1019.9,12
2004-05-28,10.7,7.4,13.6,0.2,0.0,250.0,7.2,33.8,1024.1,48
2004-05-29,12.8,5.4,19.0,0.0,0.0,90.0,9.0,31.7,1025.3,786
2004-05-30,15.7,6.7,22.6,0.0,0.0,97.0,11.2,37.8,1021.2,846
2004-05-31,12.8,8.9,15.8,3.0,0.0,236.0,9.0,56.2,1019.2,192
2004-06-01,13.7,9.1,19.6,7.2,0.0,188.0,7.9,28.4,1016.4,408
2004-06-02,13.3,10.4,19.0,8.8,0.0,286.0,9.7,34.9,1017.2,288
2004-06-03,12.1,11.1,13.6,15.4,0.0,312.0,10.1,26.6,1019.3,6
2004-06-04,14.2,11.1,18.9,3.7,0.0,272.0,9.4,28.8,1019.5,120
2004-06-05,12.0,9.7,16.6,7.0,0.0,272.0,11.2,32.8,1016.2,30
2004-06-06,13.2,9.7,18.7,0.0,0.0,316.0,6.8,20.2,1019.5,288
2004-06-07,16.7,7.7,23.9,0.0,0.0,85.0,6.8,25.2,1020.6,906
2004-06-08,20.9,11.9,28.1,0.0,0.0,248.0,7.9,28.1,1020.7,918
2004-06-09,24.1,16.8,30.3,0.0,0.0,244.0,10.4,30.6,1019.9,798
2004-06-10,23.9,19.0,29.5,0.2,0.0,265.0,10.1,33.1,1018.5,738
2004-06-11,17.7,15.0,21.0,11.7,0.0,253.0,9.7,50.4,1018.4,24
2004-06-12,15.0,10.2,17.9,8.0,0.0,254.0,10.4,46.8,1018.7,174
2004-06-13,12.7,9.8,17.7,0.1,0.0,300.0,8.6,28.1,1024.6,168
2004-06-14,15.6,9.3,21.8,0.0,0.0,74.0,8.3,31.7,1025.9,732
2004-06-15,16.7,10.5,22.0,3.9,0.0,265.0,8.3,32.0,1018.4,204
2004-06-16,15.1,10.8,19.6,0.0,0.0,299.0,11.9,35.3,1016.2,330
2004-06-17,17.7,9.7,23.9,0.0,0.0,244.0,11.9,40.3,1012.3,858
2004-06-18,16.9,14.3,20.0,3.7,0.0,269.0,11.9,54.0,1006.8,186
2004-06-19,14.3,11.2,18.1,6.8,0.0,222.0,10.4,54.7,1006.2,150
2004-06-20,11.0,8.8,13.1,4.5,0.0,158.0,5.4,24.8,1008.6,48
2004-06-21,13.9,8.4,19.4,1.1,0.0,215.0,9.0,37.8,1013.6,450
2004-06-22,17.0,12.0,21.7,0.1,0.0,207.0,7.6,30.2,1016.7,204
2004-06-23,17.7,13.0,25.7,4.1,0.0,209.0,14.4,53.6,1011.5,222
2004-06-24,18.3,14.8,23.0,0.0,0.0,258.0,18.0,58.0,1012.4,810
2004-06-25,16.4,13.0,19.8,0.1,0.0,272.0,9.7,47.2,1017.7,324
2004-06-26,17.3,9.2,23.0,0.0,0.0,339.0,6.5,26.3,1021.3,840
2004-06-27,21.3,16.4,28.1,0.5,0.0,225.0,10.8,43.6,1018.4,192
2004-06-28,20.4,15.4,23.7,0.5,0.0,286.0,12.2,37.8,1021.9,366
2004-06-29,18.2,13.5,22.9,0.0,0.0,306.0,9.7,41.0,1022.5,630
2004-06-30,19.9,12.4,25.7,0.0,0.0,76.0,7.2,24.1,1017.6,792
2004-07-01,17.8,14.0,23.5,11.8,0.0,215.0,10.4,49.3,1013.4,102
2004-07-02,14.3,12.2,17.9,8.2,0.0,240.0,10.4,48.2,1016.2,168
2004-07-03,16.6,11.9,21.3,0.0,0.0,254.0,14.0,58.0,1017.5,468
2004-07-04,19.4,13.2,25.2,0.1,0.0,245.0,9.0,30.6,1017.1,828
2004-07-05,20.4,16.4,24.7,3.9,0.0,233.0,14.0,63.7,1016.6,414
2004-07-06,16.8,14.7,19.9,5.3,0.0,249.0,7.6,25.2,1019.2,198
2004-07-07,18.6,14.1,24.2,0.0,0.0,80.0,11.5,31.0,1014.2,162
2004-07-08,20.7,14.6,28.0,26.2,0.0,51.0,10.4,,1009.0,564
2004-07-09,15.7,12.1,19.8,0.3,0.0,252.0,15.1,54.4,1014.7,366
2004-07-10,14.0,11.4,17.2,2.6,0.0,237.0,10.4,36.4,1016.3,264
2004-07-11,12.4,10.0,16.5,3.3,0.0,243.0,10.8,52.9,1013.7,180
2004-07-12,12.4,10.5,15.8,9.1,0.0,249.0,13.7,53.3,1012.2,180
2004-07-13,12.5,10.4,16.3,4.1,0.0,258.0,11.5,31.7,1016.1,126
2004-07-14,14.9,10.3,19.4,2.7,0.0,257.0,9.0,29.2,1019.1,144
2004-07-15,16.5,12.7,20.2,0.3,0.0,255.0,13.0,38.5,1017.7,0
2004-07-16,20.5,15.7,26.1,0.0,0.0,277.0,7.2,21.2,1016.0,618
2004-07-17,21.7,15.0,29.0,1.1,0.0,100.0,7.2,42.1,1015.4,732
2004-07-18,22.5,17.3,29.3,7.6,0.0,184.0,10.1,48.6,1016.1,696
2004-07-19,22.0,18.3,27.0,0.0,0.0,217.0,7.6,20.9,1017.5,510
2004-07-20,22.1,16.5,29.4,1.2,0.0,130.0,9.4,59.4,1013.5,618
2004-07-21,23.2,16.4,29.8,3.2,0.0,199.0,6.8,21.2,1015.9,786
2004-07-22,23.1,17.4,28.7,0.2,0.0,255.0,9.4,53.3,1017.8,684
2004-07-23,22.2,17.4,29.8,2.7,0.0,177.0,7.6,54.4,1018.1,378
2004-07-24,18.0,16.2,20.3,13.0,0.0,267.0,7.9,24.8,1019.8,0
2004-07-25,19.5,15.4,24.6,0.0,0.0,282.0,6.8,25.2,1017.1,594
2004-07-26,16.0,12.8,20.2,6.9,0.0,282.0,8.6,39.6,1014.4,48
2004-07-27,15.3,12.2,20.5,0.0,0.0,315.0,8.3,25.2,1018.4,450
2004-07-28,16.6,9.9,22.2,0.0,0.0,48.0,7.2,26.6,1019.1,744
2004-07-29,17.8,10.0,24.5,0.0,0.0,85.0,10.8,40.0,1016.9,840
2004-07-30,19.7,11.3,27.3,0.0,0.0,37.0,6.5,23.8,1017.8,828
2004-07-31,22.5,14.9,28.7,0.0,0.0,252.0,5.4,,1018.2,696
2004-08-01,22.8,17.7,28.7,8.0,0.0,263.0,7.9,55.4,1015.3,504
2004-08-02,21.9,16.8,27.3,0.0,0.0,317.0,6.5,22.3,1013.5,648
2004-08-03,21.7,14.9,28.0,0.0,0.0,36.0,5.8,24.8,1010.4,744
2004-08-04,21.9,14.9,28.8,0.0,0.0,61.0,8.3,32.4,1009.7,786
2004-08-05,22.3,15.2,29.0,0.0,0.0,66.0,9.4,33.8,1009.3,816
2004-08-06,22.4,16.6,28.9,5.5,0.0,354.0,7.6,35.6,1012.0,546
2004-08-07,23.1,17.3,28.9,0.0,0.0,54.0,7.2,33.8,1012.2,654
2004-08-08,22.0,15.4,27.8,0.0,0.0,76.0,9.7,31.0,1010.5,792
2004-08-09,22.2,15.0,28.3,0.0,0.0,77.0,10.4,32.0,1011.4,828
2004-08-10,22.5,15.6,28.9,0.0,0.0,83.0,12.2,36.4,1010.9,654
2004-08-11,22.1,18.3,26.0,0.0,0.0,307.0,7.6,28.4,1011.4,120
2004-08-12,23.1,15.2,31.5,12.4,0.0,113.0,11.9,82.1,1008.0,618
2004-08-13,18.5,14.8,23.2,1.3,0.0,250.0,19.1,62.6,1011.3,312
2004-08-14,15.1,14.2,17.0,7.0,0.0,248.0,19.4,53.6,1016.5,6
2004-08-15,17.5,14.2,23.6,4.4,0.0,275.0,7.2,23.8,1020.2,402
2004-08-16,19.4,11.9,27.4,0.9,0.0,190.0,8.6,54.7,1012.9,564
2004-08-17,20.7,16.0,26.8,0.1,0.0,287.0,7.2,33.1,1009.6,504
2004-08-18,22.7,16.1,30.5,0.0,0.0,144.0,7.9,28.8,1009.4,588
2004-08-19,21.6,17.0,27.5,6.0,0.0,277.0,9.7,46.1,1012.4,420
2004-08-20,17.3,16.0,19.1,4.2,0.0,210.0,8.6,27.4,1012.6,66
2004-08-21,14.8,13.1,17.7,0.5,0.0,236.0,14.0,56.9,1015.3,18
2004-08-22,15.0,11.0,19.5,0.0,0.0,333.0,10.8,41.8,1022.1,432
2004-08-23,18.6,11.0,27.1,0.0,0.0,88.0,6.5,24.1,1018.5,570
2004-08-24,18.3,15.1,21.7,2.3,0.0,232.0,10.1,58.7,1015.1,150
2004-08-25,18.1,14.7,22.9,3.1,0.0,245.0,10.4,34.2,1013.1,408
2004-08-26,14.3,12.5,17.0,13.6,0.0,263.0,14.0,49.3,1014.6,126
2004-08-27,16.5,12.5,21.2,0.0,0.0,255.0,12.6,32.4,1016.4,516
2004-08-28,19.1,13.4,25.9,0.0,0.0,242.0,8.3,27.0,1014.1,744
2004-08-29,18.3,15.4,22.4,0.4,0.0,224.0,8.6,26.6,1015.7,258
2004-08-30,17.1,14.0,22.9,2.6,0.0,241.0,12.2,44.3,1014.9,294
2004-08-31,15.2,11.5,19.0,0.0,0.0,270.0,7.9,26.6,1017.6,276
2004-09-01,15.3,9.1,21.3,0.0,0.0,54.0,7.2,29.9,1017.8,594
2004-09-02,16.7,8.6,25.1,0.0,0.0,61.0,6.1,18.7,1018.5,768
2004-09-03,20.2,11.8,28.3,3.4,0.0,256.0,5.0,23.8,1022.4,672
2004-09-04,20.8,15.2,26.5,0.0,0.0,315.0,6.5,25.2,1026.4,606
2004-09-05,19.1,12.8,25.5,0.0,0.0,76.0,9.7,33.5,1025.8,750
2004-09-06,18.1,11.3,25.6,0.0,0.0,69.0,8.6,29.5,1023.0,750
2004-09-07,17.7,10.9,25.6,0.0,0.0,53.0,7.2,27.4,1025.1,744
2004-09-08,17.3,10.5,24.5,0.0,0.0,324.0,7.2,28.8,1027.5,648
2004-09-09,15.9,9.4,22.1,0.0,0.0,73.0,13.0,34.9,1027.7,756
2004-09-10,16.5,8.6,25.2,0.0,0.0,92.0,9.7,25.6,1022.5,720
2004-09-11,19.8,12.6,26.8,0.9,0.0,228.0,7.9,33.1,1018.8,330
2004-09-12,16.3,12.6,19.0,4.4,0.0,229.0,10.8,41.4,1018.2,36
2004-09-13,16.6,11.0,23.2,0.0,0.0,204.0,7.2,26.6,1016.0,510
2004-09-14,18.2,13.9,25.7,21.4,0.0,231.0,8.6,28.8,1013.1,354
2004-09-15,14.1,11.8,15.2,1.0,0.0,241.0,9.7,26.6,1018.6,12
2004-09-16,12.8,9.3,16.8,0.0,0.0,338.0,6.5,18.7,1024.8,102
2004-09-17,12.8,7.8,19.0,0.0,0.0,80.0,11.5,39.6,1024.6,642
2004-09-18,14.7,6.3,22.9,0.0,0.0,67.0,5.4,16.6,1019.3,714
2004-09-19,16.8,10.5,23.5,0.1,0.0,255.0,10.1,32.8,1017.2,552
2004-09-20,16.6,14.0,20.8,0.0,0.0,251.0,8.6,36.4,1017.0,180
2004-09-21,14.3,11.6,17.0,0.0,0.0,258.0,23.4,61.9,1017.0,114
2004-09-22,11.9,10.6,13.2,4.5,0.0,256.0,24.5,64.8,1017.6,0
2004-09-23,13.5,8.7,16.5,11.0,0.0,252.0,30.6,75.6,1007.5,6
2004-09-24,9.0,7.3,13.1,2.4,0.0,256.0,13.7,52.9,1012.7,228
2004-09-25,8.6,7.1,10.9,8.4,0.0,257.0,12.2,30.6,1018.3,12
2004-09-26,8.4,6.6,9.6,0.4,0.0,250.0,10.4,27.0,1022.7,0
2004-09-27,11.6,8.7,15.0,0.8,0.0,257.0,10.1,28.8,1022.9,72
2004-09-28,13.5,10.7,17.3,0.0,0.0,254.0,9.7,25.9,1020.5,168
2004-09-29,13.9,11.4,17.0,4.5,0.0,244.0,11.9,38.2,1017.2,30
2004-09-30,12.9,10.3,16.8,0.8,0.0,302.0,6.1,20.5,1020.6,144
2004-10-01,12.8,9.7,17.1,9.6,0.0,90.0,5.0,37.1,1021.1,18
2004-10-02,13.4,9.2,16.6,0.5,0.0,246.0,5.4,33.8,1021.8,108
2004-10-03,14.0,10.0,19.9,0.0,0.0,236.0,7.2,19.1,1023.7,618
2004-10-04,16.0,8.3,25.2,0.0,0.0,170.0,5.4,17.3,1019.0,486
2004-10-05,18.5,10.9,28.2,0.0,0.0,176.0,7.9,23.4,1016.7,624
2004-10-06,18.4,13.2,24.6,1.4,0.0,242.0,7.6,24.8,1016.6,468
2004-10-07,14.6,12.1,17.6,0.9,0.0,25.0,6.1,23.8,1018.9,114
2004-10-08,16.1,12.3,21.9,19.2,0.0,322.0,6.8,22.0,1014.1,282
2004-10-09,9.7,8.5,12.3,15.9,0.0,24.0,9.7,26.6,1015.3,0
2004-10-10,8.4,6.9,9.1,0.0,0.0,72.0,13.0,40.3,1013.7,0
2004-10-11,6.8,4.0,10.1,0.0,0.0,78.0,17.6,44.3,1019.4,6
2004-10-12,4.2,2.0,8.1,0.0,0.0,68.0,8.6,29.9,1022.1,42
2004-10-13,5.1,1.9,7.9,0.0,0.0,309.0,4.3,15.5,1018.8,42
2004-10-14,7.7,4.5,13.2,5.0,0.0,41.0,5.4,20.2,1010.3,306
2004-10-15,9.7,6.0,14.6,2.8,0.0,97.0,9.4,46.1,1003.3,312
2004-10-16,6.7,4.0,10.5,0.0,0.0,232.0,10.4,30.2,1004.0,126
2004-10-17,6.6,3.1,11.2,3.3,0.0,232.0,14.4,70.9,1007.1,150
2004-10-18,9.0,4.3,11.9,0.1,0.0,251.0,14.8,58.0,1012.0,228
2004-10-19,8.3,2.9,11.0,0.2,0.0,129.0,7.2,20.2,1012.5,12
2004-10-20,13.6,8.9,19.2,3.5,0.0,111.0,6.8,18.7,1009.2,240
2004-10-21,15.0,11.5,17.9,8.2,0.0,211.0,9.0,33.8,1014.3,54
2004-10-22,13.7,9.1,20.0,0.0,0.0,101.0,6.1,16.2,1019.5,348
2004-10-23,15.3,10.2,21.6,0.0,0.0,214.0,9.4,29.2,1017.9,516
2004-10-24,15.9,10.0,25.2,0.0,0.0,189.0,8.6,23.0,1014.3,594
2004-10-25,14.8,9.7,20.9,0.1,0.0,245.0,6.8,19.1,1013.2,390
2004-10-26,10.3,8.4,12.0,0.6,0.0,341.0,9.0,27.0,1011.5,0
2004-10-27,9.7,8.0,11.3,0.0,0.0,39.0,7.6,28.8,1007.0,0
2004-10-28,11.6,9.4,15.6,0.0,0.0,106.0,6.8,21.2,1003.2,132
2004-10-29,11.2,7.6,15.8,0.0,0.0,295.0,5.8,25.2,1000.9,234
2004-10-30,10.1,6.2,15.4,0.0,0.0,279.0,6.8,34.6,1007.7,288
2004-10-31,8.4,6.3,9.4,5.0,0.0,58.0,9.4,32.8,1015.3,0
2004-11-01,9.7,8.8,10.5,0.0,0.0,63.0,10.8,41.8,1014.9,0
2004-11-02,10.4,9.5,11.3,0.0,0.0,131.0,8.6,31.3,1017.0,0
2004-11-03,10.2,9.4,11.0,0.0,0.0,12.0,7.2,25.6,1019.6,0
2004-11-04,10.7,8.4,13.9,0.0,0.0,269.0,6.1,19.8,1020.9,84
2004-11-05,9.0,6.2,11.4,4.2,0.0,264.0,7.9,26.6,1024.9,0
2004-11-06,6.4,5.1,8.4,2.5,0.0,264.0,11.2,31.7,1023.4,138
2004-11-07,3.5,0.9,5.3,5.0,0.0,296.0,9.0,40.3,1019.7,0
2004-11-08,1.9,0.0,4.0,1.9,0.0,320.0,6.8,31.0,1017.8,42
2004-11-09,0.3,-0.1,0.8,4.5,0.0,295.0,9.7,27.7,1010.9,6
2004-11-10,0.8,-0.8,2.7,0.5,20.0,121.0,6.5,16.9,1011.2,120
2004-11-11,1.7,0.2,3.2,0.0,0.0,358.0,6.1,18.0,1017.4,0
2004-11-12,1.6,1.0,2.5,0.1,0.0,307.0,7.9,28.1,1021.8,0
2004-11-13,2.1,0.9,3.3,5.2,0.0,272.0,12.6,40.3,1023.0,0
2004-11-14,0.4,-3.4,3.6,0.0,0.0,354.0,9.7,29.2,1029.2,186
2004-11-15,-1.9,-5.0,3.0,0.0,0.0,300.0,5.0,18.4,1028.8,456
2004-11-16,0.4,-2.9,3.0,0.0,0.0,241.0,11.9,30.2,1029.5,0
2004-11-17,5.0,2.0,7.4,0.1,0.0,241.0,18.7,53.6,1026.8,0
2004-11-18,7.8,7.0,9.8,0.1,0.0,252.0,29.2,66.2,1017.0,138
2004-11-19,3.6,-0.2,8.6,2.3,0.0,265.0,29.5,102.2,1010.5,0
2004-11-20,0.1,-1.0,2.4,0.0,10.0,258.0,21.6,54.4,1022.5,132
2004-11-21,0.7,-1.3,3.9,3.4,0.0,248.0,14.0,50.0,1027.8,378
2004-11-22,7.1,1.8,9.6,1.4,0.0,233.0,22.7,63.0,1021.4,6
2004-11-23,7.1,3.3,9.1,4.5,0.0,267.0,20.9,59.0,1023.7,0
2004-11-24,1.3,-1.6,5.5,0.0,0.0,46.0,6.5,17.6,1033.4,498
2004-11-25,-0.3,-2.4,5.4,0.0,0.0,84.0,6.1,22.7,1030.1,378
2004-11-26,3.8,-3.6,10.0,0.1,0.0,251.0,9.4,32.8,1026.3,432
2004-11-27,6.5,4.8,7.9,0.2,0.0,255.0,11.2,37.8,1025.0,0
2004-11-28,4.6,0.3,7.0,0.0,0.0,189.0,5.4,17.3,1018.1,54
2004-11-29,4.5,2.9,5.9,0.0,0.0,85.0,8.3,36.4,1015.0,0
2004-11-30,3.0,2.6,3.5,0.0,0.0,77.0,13.7,43.2,1011.5,0
2004-12-01,2.6,-1.1,6.1,0.0,0.0,228.0,5.4,20.9,1010.9,168
2004-12-02,0.0,-2.7,2.4,0.6,0.0,13.0,5.4,18.7,1013.4,204
2004-12-03,3.1,-0.5,6.7,0.0,0.0,217.0,5.4,26.6,1020.8,138
2004-12-04,3.7,3.0,5.4,0.0,0.0,91.0,8.3,26.3,1029.1,6
2004-12-05,1.2,0.5,3.3,0.0,0.0,7.0,7.2,20.2,1030.0,0
2004-12-06,1.7,0.2,4.5,0.0,0.0,86.0,6.5,21.2,1031.2,90
2004-12-07,-0.3,-1.0,0.4,0.0,0.0,84.0,7.9,22.0,1030.8,0
2004-12-08,-1.3,-2.0,-0.5,0.0,0.0,84.0,9.7,28.1,1031.7,0
2004-12-09,-1.6,-4.1,-0.2,0.0,0.0,98.0,10.1,28.8,1028.7,12
2004-12-10,-3.3,-4.7,-2.3,0.0,0.0,80.0,6.1,16.6,1027.9,0
2004-12-11,-3.1,-4.1,-1.9,0.0,0.0,53.0,5.0,13.0,1029.4,0
